Income,Kidhome,Teenhome,Recency,NumWebVisitsMonth,Complain,Age,Customer Loyalty,TotalMntSpent,TotalNumPurchases,Total_Acc_Cmp,Children,Partner,Education_Level,Cluster
79930.0,0,0,72,2,0,42,690,1753.0,17.0,0.0,0.0,1,1,3
34320.0,1,0,66,8,0,28,133,17.0,4.0,0.0,1.0,1,1,0
37070.0,1,1,30,7,0,48,466,433.0,23.0,1.0,2.0,0,0,2
81975.0,0,1,2,7,0,52,540,1588.0,14.0,1.0,1.0,0,2,1
38590.0,1,0,65,8,0,43,410,22.0,4.0,0.0,1.0,1,0,0
15033.0,0,0,37,3,0,63,74,19.0,5.0,0.0,0.0,0,0,2
62745.0,0,1,89,5,0,49,463,1117.0,29.0,0.0,1.0,1,1,1
22212.0,1,0,49,6,0,39,202,69.0,8.0,0.0,1.0,1,2,0
23661.0,1,0,46,7,0,32,207,23.0,5.0,0.0,1.0,1,1,0
79761.0,0,1,32,3,0,56,268,605.0,19.0,0.0,1.0,0,1,1
7500.0,1,0,54,7,0,41,185,57.0,11.0,0.0,1.0,0,0,2
60182.0,0,1,23,4,0,82,43,22.0,4.0,0.0,1.0,0,2,1
73455.0,0,0,98,3,0,46,244,2088.0,22.0,1.0,0.0,0,0,3
64961.0,0,1,97,3,0,56,553,1009.0,16.0,0.0,1.0,1,0,1
22804.0,1,0,75,9,0,43,333,26.0,5.0,0.0,1.0,0,0,2
73687.0,0,0,8,2,0,24,213,1627.0,22.0,2.0,0.0,1,0,3
61074.0,0,1,37,7,0,56,681,1102.0,31.0,0.0,1.0,1,0,1
31686.0,1,1,31,6,0,50,24,17.0,6.0,0.0,2.0,1,1,0
80134.0,1,0,40,6,0,42,405,1690.0,16.0,2.5,1.0,1,0,3
75027.0,0,1,74,5,0,61,536,1390.0,21.0,0.0,1.0,1,0,1
67546.0,0,0,90,3,0,26,667,2126.0,20.0,0.0,0.0,1,1,3
65176.0,0,1,57,6,0,45,608,1531.0,25.0,0.0,1.0,1,1,3
31160.0,1,0,59,8,0,39,286,64.0,7.0,0.0,1.0,0,1,2
29938.0,1,0,52,6,0,29,245,26.0,6.0,0.0,1.0,0,0,2
102692.0,0,0,5,2,0,40,450,1112.0,29.0,2.5,0.0,0,0,3
26490.0,0,0,92,6,0,56,645,210.0,11.0,0.0,0.0,1,2,0
75702.0,1,1,77,8,0,47,669,1148.0,26.0,0.0,2.0,1,0,3
30899.0,1,0,35,6,0,40,624,33.0,6.0,0.0,1.0,0,1,2
63342.0,0,1,48,6,0,53,621,1101.0,19.0,1.0,1.0,1,1,1
45989.0,0,1,97,3,0,50,615,322.0,16.0,0.0,1.0,0,0,2
18701.0,1,1,95,5,0,50,390,44.0,10.0,0.0,2.0,0,0,2
40737.0,2,1,24,8,0,57,203,17.0,4.0,0.0,2.5,0,1,1
15287.0,1,0,60,7,0,35,627,31.0,6.0,2.0,1.0,0,0,2
69674.0,0,2,46,5,0,46,403,845.0,25.0,0.0,2.0,0,1,3
44159.0,1,0,85,5,0,44,12,275.0,15.0,0.0,1.0,1,1,0
37717.0,1,0,31,9,0,36,583,25.0,4.0,0.0,1.0,1,1,0
43776.0,1,1,9,8,0,62,511,275.0,17.0,1.0,2.0,1,1,1
38179.0,1,1,30,7,0,48,472,90.0,11.0,0.0,2.0,1,1,0
80124.0,0,0,47,1,0,51,3,1495.0,19.0,1.0,0.0,1,0,1
38097.0,1,1,70,7,0,44,622,184.0,11.0,2.0,2.0,1,1,0
72940.0,0,0,13,1,0,44,375,981.0,13.0,0.0,0.0,1,0,3
22070.0,1,0,11,6,0,44,268,67.0,8.0,0.0,1.0,1,0,0
69267.0,0,0,31,7,0,61,645,1635.0,14.0,1.0,0.0,0,0,1
31788.0,1,0,15,5,0,31,101,60.0,10.0,0.0,1.0,0,1,2
61905.0,0,1,2,5,0,39,145,231.0,12.0,0.0,1.0,1,1,3
29315.0,1,1,55,6,0,54,84,48.0,10.0,0.0,2.0,1,0,0
33378.0,1,1,38,7,0,51,508,99.0,9.0,0.0,2.0,0,0,2
66313.0,0,1,86,4,0,51,286,770.0,23.0,0.0,1.0,1,1,1
60714.0,0,0,56,5,0,58,528,957.0,23.0,1.0,0.0,0,0,1
77882.0,0,0,29,1,0,33,60,818.0,12.0,0.0,0.0,1,1,3
69867.0,0,0,30,1,0,28,453,925.0,17.0,2.0,0.0,0,1,3
63841.0,0,1,64,6,0,46,434,908.0,22.0,0.0,1.0,0,1,3
24480.0,1,0,46,7,0,33,503,102.0,10.0,0.0,1.0,1,2,0
51369.0,0,1,84,8,0,38,612,576.0,16.0,0.0,1.0,1,0,0
37760.0,0,0,20,7,0,68,667,317.0,13.0,0.0,0.0,1,0,1
65640.0,0,1,74,2,0,40,120,461.0,15.0,0.0,1.0,1,1,3
44319.0,1,1,18,5,0,39,73,37.0,7.0,0.0,2.0,1,1,0
30631.0,1,0,75,7,0,40,352,70.0,7.0,0.0,1.0,1,0,0
75278.0,0,0,17,3,0,62,516,930.0,23.0,0.0,0.0,1,0,1
50898.0,1,1,88,5,0,58,537,859.0,33.0,0.0,2.0,1,1,1
79946.0,0,0,19,3,0,48,48,1478.0,22.0,0.0,0.0,0,0,3
35416.0,0,0,62,8,0,65,381,390.0,16.0,0.0,0.0,0,1,1
32414.0,0,0,11,7,0,30,360,52.0,5.0,1.0,0.0,1,2,0
38361.0,1,0,74,7,0,45,184,137.0,10.0,0.0,1.0,1,0,0
82497.0,0,0,32,4,0,34,606,1919.0,19.0,1.0,0.0,1,0,3
16626.0,2,0,76,9,0,43,165,68.0,9.0,0.0,2.0,1,0,0
29672.0,1,1,6,6,0,49,474,25.0,4.0,0.0,2.0,1,0,0
55951.0,0,1,62,8,0,62,675,1374.0,23.0,2.0,1.0,1,1,1
35388.0,1,0,20,7,0,26,479,32.0,5.0,0.0,1.0,0,2,2
42386.0,1,0,43,8,0,28,532,100.0,7.0,0.0,1.0,1,1,0
68627.0,0,0,45,1,0,32,533,825.0,12.0,0.0,0.0,0,0,3
57912.0,0,1,34,5,0,49,104,916.0,28.0,1.0,1.0,0,1,1
35246.0,1,1,53,5,0,56,74,62.0,11.0,0.0,2.0,0,0,2
58821.0,0,1,44,6,0,58,260,728.0,21.0,0.0,1.0,1,2,1
46377.0,1,0,89,4,0,36,120,90.0,7.0,0.0,1.0,1,1,0
39747.0,1,0,43,8,0,26,77,273.0,13.0,0.0,1.0,0,0,2
23976.0,1,0,68,7,0,30,184,66.0,10.0,0.0,1.0,1,0,0
80950.0,0,0,44,2,0,53,458,1213.0,23.0,1.0,0.0,1,1,1
27038.0,0,0,64,9,0,48,649,107.0,7.0,1.0,0.0,0,0,2
77457.0,0,0,85,1,0,67,116,1157.0,18.0,1.0,0.0,0,0,1
64100.0,0,1,93,7,0,50,292,546.0,18.0,1.0,1.0,1,1,1
42670.0,0,0,12,4,0,22,428,241.0,11.0,0.0,0.0,1,1,0
12571.0,1,0,86,6,0,38,162,53.0,11.0,0.0,1.0,0,0,2
22574.0,2,1,28,7,0,47,244,37.0,7.0,0.0,2.5,1,0,0
70893.0,0,0,42,3,0,38,508,1508.0,23.0,0.0,0.0,0,1,3
54198.0,1,1,13,4,0,48,194,235.0,16.0,0.0,2.0,1,0,1
28839.0,1,1,86,5,0,58,110,32.0,7.0,0.0,2.0,1,1,1
40321.0,1,1,59,7,0,42,335,102.0,8.0,0.0,2.0,1,0,0
66503.0,1,0,30,3,0,29,684,401.0,15.0,0.0,1.0,0,0,3
30833.0,1,1,33,5,0,63,348,28.0,6.0,0.0,2.0,1,0,1
64795.0,0,1,23,2,0,43,528,680.0,21.0,0.0,1.0,1,0,3
34421.0,1,0,81,7,0,40,363,30.0,4.0,0.0,1.0,1,0,0
47025.0,1,1,6,7,0,49,140,20.0,4.0,0.0,2.0,0,1,2
64325.0,0,1,41,7,0,53,507,1307.0,23.0,0.0,1.0,0,1,1
40464.0,0,1,78,8,0,61,534,630.0,24.0,0.0,1.0,0,0,1
62187.0,0,0,49,3,0,57,359,1283.0,18.0,0.0,0.0,1,0,1
14849.0,1,0,39,8,0,38,362,65.0,9.0,0.0,1.0,0,1,2
27255.0,1,0,3,7,0,30,234,37.0,5.0,0.0,1.0,1,0,0
54432.0,2,1,37,4,0,64,416,38.0,5.0,0.0,2.5,1,1,1
29999.0,1,0,22,8,0,28,501,160.0,12.0,0.0,1.0,0,1,2
24072.0,1,0,79,8,0,31,439,23.0,4.0,0.0,1.0,0,0,2
33996.0,0,0,46,4,0,25,291,71.0,6.0,0.0,0.0,0,1,2
66334.0,0,1,82,5,0,58,452,1161.0,19.0,1.0,1.0,1,1,1
35178.0,1,0,10,7,0,43,535,59.0,5.0,2.0,1.0,1,1,0
22010.0,1,0,51,8,0,31,364,33.0,7.0,0.0,1.0,1,0,0
62204.0,0,2,38,3,0,54,655,946.0,22.0,0.0,2.0,0,0,1
75693.0,0,0,10,4,0,46,570,1442.0,22.0,2.5,0.0,0,0,3
30675.0,1,0,14,8,0,42,594,62.0,5.0,0.0,1.0,1,0,0
83003.0,0,0,18,3,0,49,483,1674.0,22.0,2.0,0.0,1,0,3
83532.0,0,0,36,1,0,82,276,1853.0,15.0,1.0,0.0,1,1,1
68655.0,0,0,95,3,0,26,688,1538.0,21.0,0.0,0.0,0,0,3
41411.0,0,0,11,6,0,28,204,139.0,8.0,0.0,0.0,0,0,2
55212.0,0,1,65,8,0,45,583,1182.0,20.0,2.0,1.0,1,1,3
59292.0,0,1,71,3,0,64,381,507.0,18.0,0.0,1.0,1,1,1
27190.0,1,0,13,8,0,41,318,18.0,4.0,2.0,1.0,1,2,0
82623.0,0,0,58,1,0,62,231,940.0,16.0,0.0,0.0,0,0,1
44300.0,1,1,65,6,0,49,371,42.0,6.0,0.0,2.0,1,0,0
